5374,328685
5187,329640
5071,330595
5187,331550
5074,332505
5073,333460
5130,334415
5188,335370
5247,336325
5305,337280
5322,338235
5270,339190
5177,340145
5099,341100
5306,342055
5141,343010
5115,343965
5081,344920
5046,345875
5012,346830
5147,347785
5176,348740
5173,349695
5075,350650
4977,351605
4963,352560
5133,353515
5081,354470
5010,355425
5006,356380
4964,357335
4969,358290
5175,359245
5140,360200
5106,361155
5072,362110
5059,363065
5056,364020
5053,364975
5052,365930
5080,366885
5107,367840
5135,368795
5163,369750
5191,370705
5218,371660
5281,372615
5267,373570
5238,374525
5209,375480
5174,376435
5062,377390
5025,378345
4989,379300
5103,380255
5143,381210
5134,382165
5126,383120
5117,384075
5115,385030
5112,385985
5109,386940
5106,387895
5104,388850
5101,389805
5098,390760
5095,391715
5071,392670
5012,393625
5126,394580
5211,395535
5224,396490
5236,397445
5237,398400
5254,399355
5272,400310
5276,401265
5270,402220
5485,403175
5497,404130
5849,405085
5703,406040
5816,406995
6129,407950
6452,408905
6777,409860
7103,410815
7554,411770
8033,412725
8512,413680
10022,414635
11694,415590
13289,416545
14281,417500
20359,418455
22951,419410
26541,420365
29618,421320
32694,422275
35770,423230
39304,424185
42845,425140
45246,426095
47533,427050
47917,428005
47087,428960
45255,429915
41796,430870
36454,431825
31112,432780
26192,433735
21686,434690
18716,435645
15747,436600
12777,437555
10911,438510
9078,439465
7961,440420
7284,441375
6746,442330
6289,443285
6040,444240
5784,445195
5513,446150
5523,447105
5534,448060
5544,449015
5464,449970
5364,450925
5426,451880
5442,452835
5453,453790
5575,454745
5606,455700
5626,456655
5605,457610
5475,458565
5461,459520
5401,460475
5340,461430
5323,462385
5446,463340
5519,464295
5431,465250
5362,466205
5173,467160
5081,468115
5240,469070
5237,470025
5200,470980
5174,471935
5165,472890
5157,473845
5148,474800
5139,475755
5131,476710
5122,477665
5113,478620
5105,479575
5096,480530
5087,481485
5079,482440
5070,483395
5320,484350
5426,485305
5510,486260
5736,487215
6154,488170
6187,489125
6668,490080
6973,491035
7277,491990
7582,492945
7672,493900
7569,494855
7517,495810
7540,496765
7264,497720
7011,498675
6852,499630
6629,500585
6367,501540
6118,502495
5869,503450
5597,504405
5435,505360
5437,506315
5369,507270
5296,508225
5246,509180
5208,510135
5170,511090
5132,512045
5096,513000
5117,513955
5169,514910
5306,515865
5153,516820
5188,517775
5223,518730
5258,519685
5298,520640
5339,521595
5302,522550
5222,523505
5143,524460
5179,525415
5219,526370
5256,527325
5279,528280
5303,529235
5300,530190
5132,531145
5071,532100
5033,533055
4994,534010
4956,534965
4918,535920
4919,536875
4925,537830
5028,538785
5154,539740
5128,540695
5213,541650
5184,542605
5186,543560
5256,544515
5287,545470
5186,546425
5165,547380
5245,548335
5244,549290
5183,550245
5186,551200
5172,552155
5159,553110
5166,554065
5186,555020
5206,555975
5234,556930
5263,557885
5234,558840
5146,559795
5117,560750
5199,561705
5281,562660
5323,563615
5331,564570
5328,565525
5324,566480
5321,567435
5319,568390
5272,569345
5230,570300
5230,571255
5230,572210
5220,573165
5201,574120
5182,575075
5119,576030
5029,576985
4940,577940
4962,578895
5046,579850
5143,580805
5203,581760
5154,582715
5134,583670
5092,584625
5008,585580
5216,586535
5182,587490
4968,588445
5011,589400
5064,590355
5116,591310
5169,592265
5221,593220
5258,594175
5252,595130
5246,596085
5209,597040
5115,597995
5090,598950
5163,599905
5247,600860
5280,601815
5235,602770
5193,603725
5238,604680
5301,605635
5338,606590
5256,607545
5155,608500
5149,609455
5169,610410
5222,611365
5250,612320
5209,613275
5229,614230
